,,,,,,
Interseccion,Horas de control,Atipico ,N,S,O,E
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),07:15 - 07:30,0,870,30,295,545
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),07:30 - 07:45,0,917,25,315,577
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),07:45 - 08:00,0,836,17,302,517
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),08:00 - 08:15,0,891,72,299,520
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),08:15 - 08:30,0,849,47,312,490
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),08:30 - 08:45,0,753,42,284,427
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),08:45 - 09:00,0,850,33,310,507
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),09:00 - 09:15,0,3,3,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),09:15 - 09:30,0,3,3,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),09:30 - 09:45,0,2,2,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),09:45 - 10:00,0,2,2,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),10:00 - 10:15,0,2,2,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),10:15 - 10:30,0,3,3,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),10:30 - 10:45,0,2,2,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),10:45 - 11:00,0,4,4,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),11:00 - 11:15,0,4,4,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),11:15 - 11:30,0,3,3,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),11:30 - 11:45,0,1,1,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),11:45 - 12:00,0,3,3,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),12:00 - 12:15,0,4,4,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),12:15 - 12:30,0,3,3,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),12:30 - 12:45,0,1,1,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),12:45 - 13:00,0,2,2,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),13:00 - 13:15,0,3,3,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),13:15 - 13:30,0,1,1,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),13:30 - 13:45,0,2,2,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),13:45 - 14:00,0,3,3,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),14:00 - 14:15,0,1,1,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),14:15 - 14:30,0,1,1,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),14:30 - 14:45,0,5,5,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),14:45 - 15:00,0,5,5,0,0
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),15:00 - 15:15,0,833,39,447,347
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),15:15 - 15:30,0,902,67,370,465
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),15:30 - 15:45,0,854,50,399,405
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),15:45 - 16:00,0,883,57,431,395
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),16:00 - 16:15,0,907,57,427,423
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),16:15 - 16:30,0,792,47,386,359
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),16:30 - 16:45,0,840,53,434,353
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),16:45 - 17:00,0,762,33,385,344
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),17:00 - 17:15,0,750,25,367,358
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),17:15 - 17:30,0,841,71,381,389
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),17:30 - 17:45,0,843,53,432,358
Av. Los Héroes - Ca. Los Conquistadores (Metro de Atocongo),17:45 - 18:00,0,791,66,388,337
Av. Rosa Lozano - Jr. Geranios,06:00 - 06:15,1,384,342,39,66
Av. Rosa Lozano - Jr. Geranios,06:15 - 06:30,1,386,331,48,71
Av. Rosa Lozano - Jr. Geranios,06:30 - 06:45,1,408,270,40,84
Av. Rosa Lozano - Jr. Geranios,06:45 - 07:00,1,445,323,52,93
Av. Rosa Lozano - Jr. Geranios,07:00 - 07:15,1,433,308,64,84
Av. Rosa Lozano - Jr. Geranios,07:15 - 07:30,1,461,367,55,92
Av. Rosa Lozano - Jr. Geranios,07:30 - 07:45,1,489,354,47,79
Av. Rosa Lozano - Jr. Geranios,07:45 - 08:00,1,546,315,75,80
Av. Rosa Lozano - Jr. Geranios,08:00 - 08:15,1,469,293,72,78
Av. Rosa Lozano - Jr. Geranios,08:15 - 08:30,1,481,294,45,77
Av. Rosa Lozano - Jr. Geranios,08:30 - 08:45,1,530,258,47,66
Av. Rosa Lozano - Jr. Geranios,08:45 - 09:00,1,542,278,49,73
Av. Rosa Lozano - Jr. Geranios,09:00 - 09:15,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,09:15 - 09:30,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,09:30 - 09:45,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,09:45 - 10:00,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,10:00 - 10:15,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,10:15 - 10:30,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,10:30 - 10:45,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,10:45 - 11:00,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,11:00 - 11:15,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,11:15 - 11:30,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,11:30 - 11:45,1,539,241,58,64
Av. Rosa Lozano - Jr. Geranios,11:45 - 12:00,1,470,254,45,70
Av. Rosa Lozano - Jr. Geranios,12:00 - 12:15,1,507,296,67,73
Av. Rosa Lozano - Jr. Geranios,12:15 - 12:30,1,529,234,59,74
Av. Rosa Lozano - Jr. Geranios,12:30 - 12:45,1,574,295,53,81
Av. Rosa Lozano - Jr. Geranios,12:45 - 13:00,1,608,318,67,59
Av. Rosa Lozano - Jr. Geranios,13:00 - 13:15,1,565,286,63,66
Av. Rosa Lozano - Jr. Geranios,13:15 - 13:30,1,595,263,82,68
Av. Rosa Lozano - Jr. Geranios,13:30 - 13:45,1,583,236,63,55
Av. Rosa Lozano - Jr. Geranios,13:45 - 14:00,1,638,241,95,74
Av. Rosa Lozano - Jr. Geranios,14:00 - 14:15,1,564,235,67,60
Av. Rosa Lozano - Jr. Geranios,14:15 - 14:30,1,549,239,51,71
Av. Rosa Lozano - Jr. Geranios,14:30 - 14:45,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,14:45 - 15:00,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,15:00 - 15:15,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,15:15 - 15:30,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,15:30 - 15:45,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,15:45 - 16:00,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,16:00 - 16:15,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,16:15 - 16:30,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,16:30 - 16:45,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,16:45 - 17:00,1,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,17:00 - 17:15,1,571,207,48,53
Av. Rosa Lozano - Jr. Geranios,17:15 - 17:30,1,590,277,85,76
Av. Rosa Lozano - Jr. Geranios,17:30 - 17:45,1,529,267,64,54
Av. Rosa Lozano - Jr. Geranios,17:45 - 18:00,1,500,254,68,69
Av. Rosa Lozano - Jr. Geranios,18:00 - 18:15,1,279,204,83,77
Av. Rosa Lozano - Jr. Geranios,18:15 - 18:30,1,254,163,87,70
Av. Rosa Lozano - Jr. Geranios,18:30 - 18:45,1,255,173,92,78
Av. Rosa Lozano - Jr. Geranios,18:45 - 19:00,1,190,200,82,64
Av. Rosa Lozano - Jr. Geranios,19:00 - 19:15,1,202,193,93,85
Av. Rosa Lozano - Jr. Geranios,19:15 - 19:30,1,223,174,106,72
Av. Rosa Lozano - Jr. Geranios,19:30 - 19:45,1,255,171,104,88
Av. Rosa Lozano - Jr. Geranios,19:45 - 20:00,1,192,188,127,90
Av. Rosa Lozano - Jr. Geranios,06:00 - 06:15,0,340,360,56,80
Av. Rosa Lozano - Jr. Geranios,06:15 - 06:30,0,311,297,48,81
Av. Rosa Lozano - Jr. Geranios,06:30 - 06:45,0,365,260,44,106
Av. Rosa Lozano - Jr. Geranios,06:45 - 07:00,0,329,286,57,90
Av. Rosa Lozano - Jr. Geranios,07:00 - 07:15,0,370,225,48,95
Av. Rosa Lozano - Jr. Geranios,07:15 - 07:30,0,414,182,50,95
Av. Rosa Lozano - Jr. Geranios,07:30 - 07:45,0,265,176,36,78
Av. Rosa Lozano - Jr. Geranios,07:45 - 08:00,0,384,175,45,76
Av. Rosa Lozano - Jr. Geranios,08:00 - 08:15,0,414,161,43,59
Av. Rosa Lozano - Jr. Geranios,08:15 - 08:30,0,440,177,66,62
Av. Rosa Lozano - Jr. Geranios,08:30 - 08:45,0,399,156,70,53
Av. Rosa Lozano - Jr. Geranios,08:45 - 09:00,0,389,106,47,52
Av. Rosa Lozano - Jr. Geranios,09:00 - 09:15,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,09:15 - 09:30,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,09:30 - 09:45,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,09:45 - 10:00,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,10:00 - 10:15,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,10:15 - 10:30,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,10:30 - 10:45,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,10:45 - 11:00,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,11:00 - 11:15,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,11:15 - 11:30,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,11:30 - 11:45,0,443,174,40,67
Av. Rosa Lozano - Jr. Geranios,11:45 - 12:00,0,447,209,38,69
Av. Rosa Lozano - Jr. Geranios,12:00 - 12:15,0,434,228,33,45
Av. Rosa Lozano - Jr. Geranios,12:15 - 12:30,0,489,199,40,51
Av. Rosa Lozano - Jr. Geranios,12:30 - 12:45,0,440,205,46,53
Av. Rosa Lozano - Jr. Geranios,12:45 - 13:00,0,441,202,47,49
Av. Rosa Lozano - Jr. Geranios,13:00 - 13:15,0,433,224,39,65
Av. Rosa Lozano - Jr. Geranios,13:15 - 13:30,0,455,209,47,54
Av. Rosa Lozano - Jr. Geranios,13:30 - 13:45,0,410,223,39,46
Av. Rosa Lozano - Jr. Geranios,13:45 - 14:00,0,406,228,33,42
Av. Rosa Lozano - Jr. Geranios,14:00 - 14:15,0,436,211,36,53
Av. Rosa Lozano - Jr. Geranios,14:15 - 14:30,0,403,240,35,56
Av. Rosa Lozano - Jr. Geranios,14:30 - 14:45,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,14:45 - 15:00,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,15:00 - 15:15,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,15:15 - 15:30,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,15:30 - 15:45,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,15:45 - 16:00,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,16:00 - 16:15,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,16:15 - 16:30,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,16:30 - 16:45,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,16:45 - 17:00,0,0,0,0,0
Av. Rosa Lozano - Jr. Geranios,17:00 - 17:15,0,482,189,74,54
Av. Rosa Lozano - Jr. Geranios,17:15 - 17:30,0,507,201,76,57
Av. Rosa Lozano - Jr. Geranios,17:30 - 17:45,0,520,217,66,51
Av. Rosa Lozano - Jr. Geranios,17:45 - 18:00,0,339,217,72,66
Av. Rosa Lozano - Jr. Geranios,18:00 - 18:15,0,227,177,96,66
Av. Rosa Lozano - Jr. Geranios,18:15 - 18:30,0,191,155,79,73
Av. Rosa Lozano - Jr. Geranios,18:30 - 18:45,0,211,119,89,72
Av. Rosa Lozano - Jr. Geranios,18:45 - 19:00,0,172,150,82,66
Av. Rosa Lozano - Jr. Geranios,19:00 - 19:15,0,185,121,91,68
Av. Rosa Lozano - Jr. Geranios,19:15 - 19:30,0,175,145,89,68
Av. Rosa Lozano - Jr. Geranios,19:30 - 19:45,0,189,114,84,57
Av. Rosa Lozano - Jr. Geranios,19:45 - 20:00,0,168,149,88,58
Av. Rosa Lozano - Jr. Cerro Gris,06:00 - 06:15,1,337,468,10,0
Av. Rosa Lozano - Jr. Cerro Gris,06:15 - 06:30,1,347,461,15,0
Av. Rosa Lozano - Jr. Cerro Gris,06:30 - 06:45,1,357,355,10,0
Av. Rosa Lozano - Jr. Cerro Gris,06:45 - 07:00,1,392,388,13,0
Av. Rosa Lozano - Jr. Cerro Gris,07:00 - 07:15,1,384,373,14,0
Av. Rosa Lozano - Jr. Cerro Gris,07:15 - 07:30,1,419,460,16,0
Av. Rosa Lozano - Jr. Cerro Gris,07:30 - 07:45,1,442,411,15,0
Av. Rosa Lozano - Jr. Cerro Gris,07:45 - 08:00,1,462,320,17,0
Av. Rosa Lozano - Jr. Cerro Gris,08:00 - 08:15,1,412,438,12,0
Av. Rosa Lozano - Jr. Cerro Gris,08:15 - 08:30,1,418,375,13,0
Av. Rosa Lozano - Jr. Cerro Gris,08:30 - 08:45,1,497,346,14,0
Av. Rosa Lozano - Jr. Cerro Gris,08:45 - 09:00,1,466,354,18,0
Av. Rosa Lozano - Jr. Cerro Gris,09:00 - 09:15,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,09:15 - 09:30,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,09:30 - 09:45,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,09:45 - 10:00,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,10:00 - 10:15,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,10:15 - 10:30,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,10:30 - 10:45,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,10:45 - 11:00,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,11:00 - 11:15,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,11:15 - 11:30,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,11:30 - 11:45,1,475,337,20,0
Av. Rosa Lozano - Jr. Cerro Gris,11:45 - 12:00,1,420,303,14,0
Av. Rosa Lozano - Jr. Cerro Gris,12:00 - 12:15,1,494,353,12,0
Av. Rosa Lozano - Jr. Cerro Gris,12:15 - 12:30,1,490,288,15,0
Av. Rosa Lozano - Jr. Cerro Gris,12:30 - 12:45,1,533,316,15,0
Av. Rosa Lozano - Jr. Cerro Gris,12:45 - 13:00,1,582,278,11,0
Av. Rosa Lozano - Jr. Cerro Gris,13:00 - 13:15,1,616,335,16,0
Av. Rosa Lozano - Jr. Cerro Gris,13:15 - 13:30,1,566,301,26,0
Av. Rosa Lozano - Jr. Cerro Gris,13:30 - 13:45,1,587,291,14,0
Av. Rosa Lozano - Jr. Cerro Gris,13:45 - 14:00,1,575,271,17,0
Av. Rosa Lozano - Jr. Cerro Gris,14:00 - 14:15,1,531,267,9,0
Av. Rosa Lozano - Jr. Cerro Gris,14:15 - 14:30,1,594,279,11,0
Av. Rosa Lozano - Jr. Cerro Gris,14:30 - 14:45,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,14:45 - 15:00,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,15:00 - 15:15,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,15:15 - 15:30,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,15:30 - 15:45,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,15:45 - 16:00,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,16:00 - 16:15,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,16:15 - 16:30,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,16:30 - 16:45,1,0,0,0,0
Av. Rosa Lozano - Jr. Cerro Gris,16:45 - 17:00,1,0,10,0,0
Av. Rosa Lozano - Jr. Cerro Gris,17:00 - 17:15,1,508,248,0,0
Av. Rosa Lozano - Jr. Cerro Gris,17:15 - 17:30,1,564,304,22,0
Av. Rosa Lozano - Jr. Cerro Gris,17:30 - 17:45,1,491,320,16,0
Av. Rosa Lozano - Jr. Cerro Gris,17:45 - 18:00,1,541,302,17,0
Av. Rosa Lozano - Jr. Cerro Gris,18:00 - 18:15,1,485,322,10,0
Av. Rosa Lozano - Jr. Cerro Gris,18:15 - 18:30,1,433,277,13,0
Av. Rosa Lozano - Jr. Cerro Gris,18:30 - 18:45,1,558,240,13,0
Av. Rosa Lozano - Jr. Cerro Gris,18:45 - 19:00,1,484,256,0,0
Av. Rosa Lozano - Jr. Cerro Gris,19:00 - 19:15,1,514,219,1,0
Av. Rosa Lozano - Jr. Cerro Gris,19:15 - 19:30,1,512,256,13,0
Av. Rosa Lozano - Jr. Cerro Gris,19:30 - 19:45,1,578,223,12,0
Av. Rosa Lozano - Jr. Cerro Gris,19:45 - 20:00,1,564,231,2,0
